,0,1,2,3,4,5,6,7,8,9
765,25,32,35,24,11,9,19,23,22,18
783,39,38,41,47,52,56,60,60,59,49
801,7,9,3,3,2,4,5,4,10,18
819,16,16,24,20,24,29,41,32,23,10
837,0,0,13,15,21,15,18,19,20,24
855,28,37,21,9,2,6,11,18,18,12
873,0,1,9,15,13,8,6,11,14,19
891,31,31,33,36,51,70,86,86,74,70
909,53,54,59,61,69,66,66,73,71,60
927,93,75,54,28,31,47,69,97,98,94
945,3,4,7,6,6,3,1,0,0,0
963,44,34,40,42,48,39,37,28,36,41
981,70,62,49,47,52,62,59,59,61,68
999,65,62,70,67,67,62,61,60,54,61
1017,55,61,70,76,71,56,43,51,51,52
1035,49,49,57,51,44,42,48,50,44,40
1053,71,64,62,51,52,47,53,59,73,74
1071,50,45,32,21,21,27,31,31,31,31
1089,-1,16,18,24,21,20,16,17,21,27
1107,8,15,26,24,29,33,38,41,36,41
1125,37,37,42,38,49,54,66,68,56,46
1143,18,14,6,21,28,39,30,31,39,52
1161,57,60,64,66,58,44,35,36,37,45
1179,49,61,72,71,72,62,68,61,57,48
1197,21,6,0,5,14,16,14,4,8,14
1215,-1,16,19,30,35,24,21,17,26,24
1233,50,52,39,22,26,26,44,39,38,28
1251,21,23,25,21,28,17,21,23,27,19
1269,68,70,67,55,46,39,39,39,41,32
1287,37,37,32,31,25,33,36,41,37,31
1305,26,23,21,30,25,31,27,31,19,16
1323,14,9,2,6,9,20,25,29,25,22
1341,42,50,55,56,55,-1,48,45,35,38
1359,34,31,38,42,46,44,38,43,48,49
1377,16,21,24,32,29,30,22,26,31,33
1395,35,30,24,24,23,28,39,35,34,19
1413,45,52,46,44,40,41,42,40,40,23
1431,36,37,33,24,19,19,16,22,35,47
1449,29,36,32,41,36,33,28,22,18,10
1467,11,19,22,28,31,34,36,25,12,4
1485,13,26,46,60,57,51,42,36,32,23
1503,8,20,38,36,33,24,19,25,26,38
1521,-1,-1,-1,-1,1,3,3,5,4,7
1539,0,7,16,15,9,3,14,13,10,-1
1557,-1,-1,2,9,9,15,15,9,19,17
1575,0,11,18,25,20,23,23,17,18,14
1593,39,31,16,24,32,57,59,57,39,27
1611,3,0,6,17,34,35,31,17,19,14
1629,0,0,6,10,10,9,7,19,27,37
1647,3,3,3,0,8,16,23,16,11,6
1665,-1,-1,4,7,7,4,5,14,14,7
1683,16,10,11,14,14,13,5,2,4,1
1701,0,5,5,8,2,2,0,6,6,5
1719,15,5,10,15,29,35,38,39,42,32
1737,12,9,6,2,10,24,27,29,16,18
1755,1,3,0,3,11,11,8,1,1,1
1773,11,6,2,2,7,7,4,3,6,9
1791,0,1,4,4,7,14,22,19,11,1
1809,33,36,37,32,37,37,38,37,41,35
1827,17,22,24,20,13,11,13,20,15,14
1845,1,0,0,6,14,15,9,1,0,4
1863,12,18,23,32,39,37,33,29,29,31
1881,23,22,23,11,11,11,11,3,8,15
1899,9,17,13,12,15,27,31,22,14,14
1917,6,4,6,11,18,19,12,4,0,4
1935,0,10,17,23,12,12,12,16,8,8
1953,11,16,7,5,4,7,10,12,11,14
1971,11,10,14,9,11,10,15,10,10,3
1989,1,9,16,16,6,4,5,11,8,6
2007,14,14,16,21,11,25,36,37,32,32
2025,33,39,39,27,35,45,62,56,44,31
2043,29,42,54,57,56,45,25,26,24,25
2061,34,25,22,22,14,11,7,9,17,20
2079,9,9,9,17,29,33,48,53,55,36
2097,6,7,7,5,4,6,6,4,0,14
2115,25,27,29,29,35,36,31,29,22,14
2133,22,23,29,32,29,28,17,13,14,20
2151,24,36,44,30,15,5,13,13,12,6
2169,40,46,34,45,30,9,24,23,19,1
2187,38,43,62,62,56,39,26,49,49,84
2205,30,30,29,27,26,27,27,20,13,37
2223,43,36,41,58,58,54,58,46,36,28
2241,26,30,37,53,67,63,63,63,21,9
2259,30,41,51,48,37,26,32,31,30,23
2277,28,20,23,23,29,29,15,14,7,16
2295,13,12,20,-1,-1,27,22,17,21,21
2313,20,24,28,41,47,44,41,51,51,57
2331,9,15,17,12,9,14,16,16,19,19
2349,17,21,17,14,20,16,22,13,14,13
2367,16,11,23,14,22,19,20,14,9,13
2385,11,16,23,25,17,11,6,7,9,12
2403,18,21,21,34,27,21,15,13,11,9
2421,36,22,22,16,14,12,6,11,15,12
2439,18,22,21,13,21,26,28,18,21,16
2457,32,37,47,48,43,35,28,22,18,14
2475,30,26,41,34,45,45,43,30,18,22
2493,16,15,15,15,13,15,15,16,21,24
2511,18,21,23,27,31,30,27,26,17,23
2529,17,25,21,29,31,26,33,38,38,32
2547,27,30,44,48,65,50,38,10,15,15
2565,12,21,16,22,15,22,16,23,22,19
2583,12,19,21,27,22,15,21,17,13,9
2601,16,11,12,0,6,11,15,14,7,5
2619,1,10,7,20,16,27,30,38,37,29
2637,28,28,34,37,35,35,22,13,15,11
2655,5,2,8,14,21,22,26,26,25,16
2673,13,20,17,22,24,23,16,6,7,7
2691,4,6,9,8,7,0,3,7,10,9
2709,11,11,11,16,11,7,3,3,4,1
2727,9,14,22,17,12,7,9,15,31,35
2745,1,1,1,1,2,14,12,13,8,9
2763,6,11,6,9,6,13,11,13,6,10
2781,15,12,18,11,23,25,21,20,19,16
2799,9,19,16,26,23,29,26,27,19,16
2817,23,22,25,25,33,34,29,26,25,36
2835,11,18,11,20,15,12,16,11,13,3
2853,5,9,12,12,10,7,19,23,22,12
2871,14,13,13,18,15,7,9,13,21,17
2889,10,7,12,7,11,10,21,25,22,18
2907,30,37,37,34,28,16,16,16,15,11
2925,15,23,22,26,22,27,20,17,13,13
2943,27,25,27,20,27,29,32,29,29,29
2961,33,36,50,35,34,24,25,12,12,10
2979,31,34,43,51,44,39,19,21,20,22
2997,27,20,16,11,22,25,33,30,36,39
3015,27,20,18,20,13,7,11,13,10,11
3033,13,23,31,20,23,21,22,18,19,22
3051,4,12,20,25,14,13,13,11,15,17
3069,24,38,32,39,27,29,23,18,25,15
3087,21,14,18,7,14,10,19,16,17,13
3105,10,10,7,8,4,9,10,11,16,13
3123,22,20,20,20,16,14,7,15,18,25
3141,33,40,48,57,50,35,28,19,19,11
3159,18,27,27,25,20,16,19,32,20,28
3177,21,26,27,27,20,22,23,28,27,33
3195,31,38,58,66,73,72,61,45,26,30
3213,47,48,46,48,56,48,43,38,40,38
3231,39,34,34,21,20,20,24,24,17,18
3249,37,38,39,31,30,17,25,23,29,30
3267,18,20,27,27,21,25,21,22,23,21
3285,18,21,22,19,24,28,24,24,17,27
3303,18,13,8,6,11,11,9,15,17,22
3321,8,11,19,13,13,6,7,16,23,21
3339,27,35,26,26,26,32,37,32,36,26
3357,28,24,15,18,13,11,14,11,20,19
3375,21,21,21,23,20,19,29,33,30,32
3393,12,14,19,12,18,23,29,16,11,5
3411,7,6,7,6,3,4,2,4,4,11
3429,11,10,16,15,23,17,15,14,15,11
3447,29,22,19,15,18,15,25,23,29,25
3465,26,31,30,34,36,35,38,45,56,56
3483,23,23,21,17,32,43,40,48,42,49
3501,31,34,40,39,43,45,58,47,54,44
3519,22,27,25,21,21,31,27,27,24,24
3537,43,35,35,38,31,40,35,37,27,23
3555,49,47,44,47,40,39,30,32,24,27
3573,43,44,32,39,40,44,42,49,58,65
3591,33,53,54,49,45,46,53,52,53,46
3609,59,54,60,53,59,46,44,29,27,26
3627,31,23,16,10,13,15,13,13,5,7
3645,19,19,34,38,37,31,26,25,18,13
3663,7,16,23,24,23,23,17,12,9,10
3681,29,42,38,37,40,50,51,41,28,21
3699,22,20,18,20,19,26,23,28,26,29
3717,38,32,35,37,38,27,21,18,15,22
3735,34,32,44,64,94,88,70,71,81,83
3753,7,9,9,5,8,4,11,6,6,0
3771,12,18,18,21,32,33,21,13,1,4
3789,36,44,47,44,39,32,17,19,27,41
3807,1,1,0,6,18,30,30,18,11,10
3825,11,17,8,14,16,26,33,33,37,26
3843,19,13,11,9,6,3,3,13,19,15
3861,6,0,2,14,34,54,69,66,59,36
3879,5,5,11,16,18,18,18,-1,-1,-1
3897,-1,18,0,15,19,19,19,12,3,6
3915,31,17,14,18,22,22,21,21,19,14
3933,20,19,23,49,71,69,38,9,9,14
3951,11,5,13,25,26,26,25,34,39,38
3969,3,4,4,4,1,18,30,33,15,10
3987,21,21,22,16,12,4,13,13,17,7
4005,31,32,37,28,32,38,36,35,27,24
4023,0,0,0,0,0,10,18,18,18,18
4041,13,4,7,12,13,11,18,28,33,37
4059,4,7,10,16,15,16,22,25,27,18
4077,14,19,29,29,34,35,36,40,31,35
4095,22,13,-1,-1,7,12,15,25,37,36
4113,22,26,18,22,33,40,40,32,30,30
4131,16,15,16,20,30,24,32,33,40,24
4149,5,4,4,4,7,13,17,17,11,20
4167,4,0,1,12,26,39,46,48,51,43
4185,14,19,25,23,23,19,21,29,38,37
4203,21,14,32,31,47,55,66,70,66,66
4221,35,42,41,29,21,17,24,23,18,23
4239,29,26,21,10,8,16,28,37,39,36
4257,23,20,20,20,12,6,4,11,11,5
4275,3,12,23,29,31,31,36,31,31,34
4293,28,33,26,23,21,21,19,19,25,19
4311,8,10,4,1,1,7,24,37,49,37
9,44,33,37,36,45,42,49,45,44,41
27,34,38,50,53,43,43,45,46,32,16
45,22,23,29,32,36,34,45,40,41,23
63,45,63,63,62,55,56,67,78,83,90
81,64,67,72,64,73,57,57,53,70,70
99,57,57,59,62,59,61,50,60,62,62
117,56,66,78,62,61,47,54,57,59,61
135,41,39,36,35,36,36,32,33,33,34
153,9,7,7,20,20,20,18,18,22,15
171,8,12,19,23,20,18,15,16,10,6
189,44,43,46,36,36,29,32,33,30,40
207,31,21,20,19,24,25,14,16,22,23
225,21,17,23,18,29,38,43,44,48,47
243,6,6,8,10,6,4,7,14,20,17
261,23,18,10,4,13,14,18,20,25,24
279,30,15,20,30,41,38,34,27,26,27
297,36,22,22,16,20,16,34,32,27,17
315,6,32,50,81,90,109,109,105,102,106
333,64,75,62,50,57,66,72,77,72,75
351,51,46,-1,51,47,44,46,46,39,18
369,30,36,26,21,19,19,19,18,27,37
387,13,21,22,33,28,25,21,23,27,29
405,24,23,28,30,32,24,27,17,20,20
423,7,11,7,8,12,15,17,9,11,5
441,8,8,20,28,36,23,21,25,16,19
459,8,23,21,29,29,34,39,40,52,50
477,18,20,25,24,25,27,24,23,20,28
495,6,4,6,7,15,12,7,0,3,5
513,3,0,0,11,12,12,2,6,6,4
531,5,5,4,3,11,7,15,8,19,10
549,15,12,9,6,4,4,6,6,7,8
567,6,9,9,6,14,14,78,45,37,13
585,4,10,10,17,14,19,11,16,21,21
603,13,9,6,14,18,17,14,18,22,32
621,17,19,22,10,19,19,19,17,19,26
639,23,26,30,42,49,52,51,50,48,51
657,14,9,21,21,34,31,33,25,25,24
675,35,54,54,59,47,49,43,35,18,9
693,0,0,0,0,0,0,0,7,7,9
711,18,9,6,12,12,32,32,40,27,41
729,34,30,40,39,35,30,31,35,33,37
747,1,4,7,9,8,5,11,15,16,16
765,32,35,24,11,9,19,23,22,18,18
783,38,41,47,52,56,60,60,59,49,32
801,9,3,3,2,4,5,4,10,18,17
819,16,24,20,24,29,41,32,23,10,6
837,0,13,15,21,15,18,19,20,24,17
855,37,21,9,2,6,11,18,18,12,2
873,1,9,15,13,8,6,11,14,19,14
891,31,33,36,51,70,86,86,74,70,77
909,54,59,61,69,66,66,73,71,60,44
927,75,54,28,31,47,69,97,98,94,85
945,4,7,6,6,3,1,0,0,0,5
963,34,40,42,48,39,37,28,36,41,36
981,62,49,47,52,62,59,59,61,68,69
999,62,70,67,67,62,61,60,54,61,61
1017,61,70,76,71,56,43,51,51,52,45
1035,49,57,51,44,42,48,50,44,40,45
1053,64,62,51,52,47,53,59,73,74,83
1071,45,32,21,21,27,31,31,31,31,34
1089,16,18,24,21,20,16,17,21,27,22
1107,15,26,24,29,33,38,41,36,41,33
1125,37,42,38,49,54,66,68,56,46,32
1143,14,6,21,28,39,30,31,39,52,49
1161,60,64,66,58,44,35,36,37,45,44
1179,61,72,71,72,62,68,61,57,48,54
1197,6,0,5,14,16,14,4,8,14,16
1215,16,19,30,35,24,21,17,26,24,25
1233,52,39,22,26,26,44,39,38,28,24
1251,23,25,21,28,17,21,23,27,19,10
1269,70,67,55,46,39,39,39,41,32,34
1287,37,32,31,25,33,36,41,37,31,32
1305,23,21,30,25,31,27,31,19,16,12
1323,9,2,6,9,20,25,29,25,22,16
1341,50,55,56,55,-1,48,45,35,38,48
1359,31,38,42,46,44,38,43,48,49,50
1377,21,24,32,29,30,22,26,31,33,33
1395,30,24,24,23,28,39,35,34,19,23
1413,52,46,44,40,41,42,40,40,23,21
1431,37,33,24,19,19,16,22,35,47,52
1449,36,32,41,36,33,28,22,18,10,13
1467,19,22,28,31,34,36,25,12,4,6
1485,26,46,60,57,51,42,36,32,23,28
1503,20,38,36,33,24,19,25,26,38,29
1521,-1,-1,-1,1,3,3,5,4,7,2
1539,7,16,15,9,3,14,13,10,-1,-1
1557,-1,2,9,9,15,15,9,19,17,24
1575,11,18,25,20,23,23,17,18,14,16
1593,31,16,24,32,57,59,57,39,27,26
1611,0,6,17,34,35,31,17,19,14,12
1629,0,6,10,10,9,7,19,27,37,26
1647,3,3,0,8,16,23,16,11,6,8
1665,-1,4,7,7,4,5,14,14,7,0
1683,10,11,14,14,13,5,2,4,1,7
1701,5,5,8,2,2,0,6,6,5,0
1719,5,10,15,29,35,38,39,42,32,23
1737,9,6,2,10,24,27,29,16,18,9
1755,3,0,3,11,11,8,1,1,1,0
1773,6,2,2,7,7,4,3,6,9,5
1791,1,4,4,7,14,22,19,11,1,9
1809,36,37,32,37,37,38,37,41,35,32
1827,22,24,20,13,11,13,20,15,14,10
1845,0,0,6,14,15,9,1,0,4,6
1863,18,23,32,39,37,33,29,29,31,29
1881,22,23,11,11,11,11,3,8,15,20
1899,17,13,12,15,27,31,22,14,14,16
1917,4,6,11,18,19,12,4,0,4,6
1935,10,17,23,12,12,12,16,8,8,10
1953,16,7,5,4,7,10,12,11,14,11
1971,10,14,9,11,10,15,10,10,3,3
1989,9,16,16,6,4,5,11,8,6,11
2007,14,16,21,11,25,36,37,32,32,33
2025,39,39,27,35,45,62,56,44,31,20
2043,42,54,57,56,45,25,26,24,25,18
2061,25,22,22,14,11,7,9,17,20,16
2079,9,9,17,29,33,48,53,55,36,21
2097,7,7,5,4,6,6,4,0,14,16
2115,27,29,29,35,36,31,29,22,14,8
2133,23,29,32,29,28,17,13,14,20,17
2151,36,44,30,15,5,13,13,12,6,9
2169,46,34,45,30,9,24,23,19,1,6
2187,43,62,62,56,39,26,49,49,84,53
2205,30,29,27,26,27,27,20,13,37,63
2223,36,41,58,58,54,58,46,36,28,29
2241,30,37,53,67,63,63,63,21,9,17
2259,41,51,48,37,26,32,31,30,23,24
2277,20,23,23,29,29,15,14,7,16,14
2295,12,20,-1,-1,27,22,17,21,21,14
2313,24,28,41,47,44,41,51,51,57,36
2331,15,17,12,9,14,16,16,19,19,22
2349,21,17,14,20,16,22,13,14,13,13
2367,11,23,14,22,19,20,14,9,13,16
2385,16,23,25,17,11,6,7,9,12,14
2403,21,21,34,27,21,15,13,11,9,15
2421,22,22,16,14,12,6,11,15,12,13
2439,22,21,13,21,26,28,18,21,16,24
2457,37,47,48,43,35,28,22,18,14,24
2475,26,41,34,45,45,43,30,18,22,17
2493,15,15,15,13,15,15,16,21,24,25
2511,21,23,27,31,30,27,26,17,23,19
2529,25,21,29,31,26,33,38,38,32,28
2547,30,44,48,65,50,38,10,15,15,15
2565,21,16,22,15,22,16,23,22,19,7
2583,19,21,27,22,15,21,17,13,9,14
2601,11,12,0,6,11,15,14,7,5,4
2619,10,7,20,16,27,30,38,37,29,27
2637,28,34,37,35,35,22,13,15,11,22
2655,2,8,14,21,22,26,26,25,16,13
2673,20,17,22,24,23,16,6,7,7,11
2691,6,9,8,7,0,3,7,10,9,7
2709,11,11,16,11,7,3,3,4,1,2
2727,14,22,17,12,7,9,15,31,35,37
2745,1,1,1,2,14,12,13,8,9,9
2763,11,6,9,6,13,11,13,6,10,4
2781,12,18,11,23,25,21,20,19,16,19
2799,19,16,26,23,29,26,27,19,16,13
2817,22,25,25,33,34,29,26,25,36,31
2835,18,11,20,15,12,16,11,13,3,3
2853,9,12,12,10,7,19,23,22,12,15
2871,13,13,18,15,7,9,13,21,17,16
2889,7,12,7,11,10,21,25,22,18,20
2907,37,37,34,28,16,16,16,15,11,19
2925,23,22,26,22,27,20,17,13,13,12
2943,25,27,20,27,29,32,29,29,29,24
2961,36,50,35,34,24,25,12,12,10,16
2979,34,43,51,44,39,19,21,20,22,21
2997,20,16,11,22,25,33,30,36,39,37
3015,20,18,20,13,7,11,13,10,11,18
3033,23,31,20,23,21,22,18,19,22,12
3051,12,20,25,14,13,13,11,15,17,16
3069,38,32,39,27,29,23,18,25,15,23
3087,14,18,7,14,10,19,16,17,13,13
3105,10,7,8,4,9,10,11,16,13,16
3123,20,20,20,16,14,7,15,18,25,24
3141,40,48,57,50,35,28,19,19,11,18
3159,27,27,25,20,16,19,32,20,28,24
3177,26,27,27,20,22,23,28,27,33,39
3195,38,58,66,73,72,61,45,26,30,27
3213,48,46,48,56,48,43,38,40,38,41
3231,34,34,21,20,20,24,24,17,18,13
3249,38,39,31,30,17,25,23,29,30,22
3267,20,27,27,21,25,21,22,23,21,19
3285,21,22,19,24,28,24,24,17,27,20
3303,13,8,6,11,11,9,15,17,22,18
3321,11,19,13,13,6,7,16,23,21,17
3339,35,26,26,26,32,37,32,36,26,31
3357,24,15,18,13,11,14,11,20,19,17
3375,21,21,23,20,19,29,33,30,32,18
3393,14,19,12,18,23,29,16,11,5,4
3411,6,7,6,3,4,2,4,4,11,8
3429,10,16,15,23,17,15,14,15,11,20
3447,22,19,15,18,15,25,23,29,25,21
3465,31,30,34,36,35,38,45,56,56,43
3483,23,21,17,32,43,40,48,42,49,37
3501,34,40,39,43,45,58,47,54,44,56
3519,27,25,21,21,31,27,27,24,24,20
3537,35,35,38,31,40,35,37,27,23,25
3555,47,44,47,40,39,30,32,24,27,27
3573,44,32,39,40,44,42,49,58,65,54
3591,53,54,49,45,46,53,52,53,46,35
3609,54,60,53,59,46,44,29,27,26,27
3627,23,16,10,13,15,13,13,5,7,5
3645,19,34,38,37,31,26,25,18,13,16
3663,16,23,24,23,23,17,12,9,10,11
3681,42,38,37,40,50,51,41,28,21,20
3699,20,18,20,19,26,23,28,26,29,24
3717,32,35,37,38,27,21,18,15,22,25
3735,32,44,64,94,88,70,71,81,83,63
3753,9,9,5,8,4,11,6,6,0,5
3771,18,18,21,32,33,21,13,1,4,5
3789,44,47,44,39,32,17,19,27,41,45
3807,1,0,6,18,30,30,18,11,10,21
3825,17,8,14,16,26,33,33,37,26,21
3843,13,11,9,6,3,3,13,19,15,4
3861,0,2,14,34,54,69,66,59,36,33
3879,5,11,16,18,18,18,-1,-1,-1,-1
3897,18,0,15,19,19,19,12,3,6,11
3915,17,14,18,22,22,21,21,19,14,7
3933,19,23,49,71,69,38,9,9,14,20
3951,5,13,25,26,26,25,34,39,38,33
3969,4,4,4,1,18,30,33,15,10,10
3987,21,22,16,12,4,13,13,17,7,5
4005,32,37,28,32,38,36,35,27,24,21
4023,0,0,0,0,10,18,18,18,18,18
4041,4,7,12,13,11,18,28,33,37,30
4059,7,10,16,15,16,22,25,27,18,19
4077,19,29,29,34,35,36,40,31,35,37
4095,13,-1,-1,7,12,15,25,37,36,34
4113,26,18,22,33,40,40,32,30,30,34
4131,15,16,20,30,24,32,33,40,24,15
4149,4,4,4,7,13,17,17,11,20,29
4167,0,1,12,26,39,46,48,51,43,34
4185,19,25,23,23,19,21,29,38,37,33
4203,14,32,31,47,55,66,70,66,66,70
4221,42,41,29,21,17,24,23,18,23,21
4239,26,21,10,8,16,28,37,39,36,36
4257,20,20,20,12,6,4,11,11,5,0
4275,12,23,29,31,31,36,31,31,34,39
4293,33,26,23,21,21,19,19,25,19,11
4311,10,4,1,1,7,24,37,49,37,28
9,33,37,36,45,42,49,45,44,41,30
27,38,50,53,43,43,45,46,32,16,19
45,23,29,32,36,34,45,40,41,23,29
63,63,63,62,55,56,67,78,83,90,75
81,67,72,64,73,57,57,53,70,70,60
99,57,59,62,59,61,50,60,62,62,50
117,66,78,62,61,47,54,57,59,61,43
135,39,36,35,36,36,32,33,33,34,21
153,7,7,20,20,20,18,18,22,15,11
171,12,19,23,20,18,15,16,10,6,11
189,43,46,36,36,29,32,33,30,40,36
207,21,20,19,24,25,14,16,22,23,18
225,17,23,18,29,38,43,44,48,47,36
243,6,8,10,6,4,7,14,20,17,14
261,18,10,4,13,14,18,20,25,24,14
279,15,20,30,41,38,34,27,26,27,22
297,22,22,16,20,16,34,32,27,17,22
315,32,50,81,90,109,109,105,102,106,107
333,75,62,50,57,66,72,77,72,75,72
351,46,-1,51,47,44,46,46,39,18,19
369,36,26,21,19,19,19,18,27,37,39
387,21,22,33,28,25,21,23,27,29,30
405,23,28,30,32,24,27,17,20,20,29
423,11,7,8,12,15,17,9,11,5,7
441,8,20,28,36,23,21,25,16,19,17
459,23,21,29,29,34,39,40,52,50,50
477,20,25,24,25,27,24,23,20,28,41
495,4,6,7,15,12,7,0,3,5,9
513,0,0,11,12,12,2,6,6,4,0
531,5,4,3,11,7,15,8,19,10,9
549,12,9,6,4,4,6,6,7,8,8
567,9,9,6,14,14,78,45,37,13,12
585,10,10,17,14,19,11,16,21,21,21
603,9,6,14,18,17,14,18,22,32,31
621,19,22,10,19,19,19,17,19,26,26
639,26,30,42,49,52,51,50,48,51,49
657,9,21,21,34,31,33,25,25,24,34
675,54,54,59,47,49,43,35,18,9,0
693,0,0,0,0,0,0,7,7,9,7
711,9,6,12,12,32,32,40,27,41,35
729,30,40,39,35,30,31,35,33,37,43
747,4,7,9,8,5,11,15,16,16,14
765,35,24,11,9,19,23,22,18,18,13
783,41,47,52,56,60,60,59,49,32,24
801,3,3,2,4,5,4,10,18,17,17
819,24,20,24,29,41,32,23,10,6,1
837,13,15,21,15,18,19,20,24,17,21
855,21,9,2,6,11,18,18,12,2,0
873,9,15,13,8,6,11,14,19,14,10
891,33,36,51,70,86,86,74,70,77,85
909,59,61,69,66,66,73,71,60,44,45
927,54,28,31,47,69,97,98,94,85,68
945,7,6,6,3,1,0,0,0,5,10
963,40,42,48,39,37,28,36,41,36,24
981,49,47,52,62,59,59,61,68,69,57
999,70,67,67,62,61,60,54,61,61,61
1017,70,76,71,56,43,51,51,52,45,48
1035,57,51,44,42,48,50,44,40,45,44
1053,62,51,52,47,53,59,73,74,83,82
1071,32,21,21,27,31,31,31,31,34,27
1089,18,24,21,20,16,17,21,27,22,22
1107,26,24,29,33,38,41,36,41,33,37
1125,42,38,49,54,66,68,56,46,32,36
1143,6,21,28,39,30,31,39,52,49,33
1161,64,66,58,44,35,36,37,45,44,47
1179,72,71,72,62,68,61,57,48,54,61
1197,0,5,14,16,14,4,8,14,16,14
1215,19,30,35,24,21,17,26,24,25,26
1233,39,22,26,26,44,39,38,28,24,27
1251,25,21,28,17,21,23,27,19,10,14
1269,67,55,46,39,39,39,41,32,34,34
1287,32,31,25,33,36,41,37,31,32,29
1305,21,30,25,31,27,31,19,16,12,22
1323,2,6,9,20,25,29,25,22,16,10
1341,55,56,55,-1,48,45,35,38,48,44
1359,38,42,46,44,38,43,48,49,50,42
1377,24,32,29,30,22,26,31,33,33,19
1395,24,24,23,28,39,35,34,19,23,21
1413,46,44,40,41,42,40,40,23,21,14
1431,33,24,19,19,16,22,35,47,52,40
1449,32,41,36,33,28,22,18,10,13,8
1467,22,28,31,34,36,25,12,4,6,11
1485,46,60,57,51,42,36,32,23,28,20
1503,38,36,33,24,19,25,26,38,29,30
1521,-1,-1,1,3,3,5,4,7,2,2
1539,16,15,9,3,14,13,10,-1,-1,-1
1557,2,9,9,15,15,9,19,17,24,19
1575,18,25,20,23,23,17,18,14,16,14
1593,16,24,32,57,59,57,39,27,26,38
1611,6,17,34,35,31,17,19,14,12,4
1629,6,10,10,9,7,19,27,37,26,12
1647,3,0,8,16,23,16,11,6,8,6
1665,4,7,7,4,5,14,14,7,0,6
1683,11,14,14,13,5,2,4,1,7,5
1701,5,8,2,2,0,6,6,5,0,0
1719,10,15,29,35,38,39,42,32,23,14
1737,6,2,10,24,27,29,16,18,9,20
1755,0,3,11,11,8,1,1,1,0,0
1773,2,2,7,7,4,3,6,9,5,12
1791,4,4,7,14,22,19,11,1,9,9
1809,37,32,37,37,38,37,41,35,32,27
1827,24,20,13,11,13,20,15,14,10,11
1845,0,6,14,15,9,1,0,4,6,15
1863,23,32,39,37,33,29,29,31,29,31
1881,23,11,11,11,11,3,8,15,20,22
1899,13,12,15,27,31,22,14,14,16,15
1917,6,11,18,19,12,4,0,4,6,9
1935,17,23,12,12,12,16,8,8,10,18
1953,7,5,4,7,10,12,11,14,11,14
1971,14,9,11,10,15,10,10,3,3,2
1989,16,16,6,4,5,11,8,6,11,9
2007,16,21,11,25,36,37,32,32,33,27
2025,39,27,35,45,62,56,44,31,20,21
2043,54,57,56,45,25,26,24,25,18,19
2061,22,22,14,11,7,9,17,20,16,9
2079,9,17,29,33,48,53,55,36,21,10
2097,7,5,4,6,6,4,0,14,16,16
2115,29,29,35,36,31,29,22,14,8,6
2133,29,32,29,28,17,13,14,20,17,14
2151,44,30,15,5,13,13,12,6,9,16
2169,34,45,30,9,24,23,19,1,6,18
2187,62,62,56,39,26,49,49,84,53,112
2205,29,27,26,27,27,20,13,37,63,42
2223,41,58,58,54,58,46,36,28,29,25
2241,37,53,67,63,63,63,21,9,17,15
2259,51,48,37,26,32,31,30,23,24,29
2277,23,23,29,29,15,14,7,16,14,13
2295,20,-1,-1,27,22,17,21,21,14,14
2313,28,41,47,44,41,51,51,57,36,23
2331,17,12,9,14,16,16,19,19,22,17
2349,17,14,20,16,22,13,14,13,13,16
2367,23,14,22,19,20,14,9,13,16,19
2385,23,25,17,11,6,7,9,12,14,11
2403,21,34,27,21,15,13,11,9,15,20
2421,22,16,14,12,6,11,15,12,13,13
2439,21,13,21,26,28,18,21,16,24,31
2457,47,48,43,35,28,22,18,14,24,24
2475,41,34,45,45,43,30,18,22,17,22
2493,15,15,13,15,15,16,21,24,25,24
2511,23,27,31,30,27,26,17,23,19,27
2529,21,29,31,26,33,38,38,32,28,33
2547,44,48,65,50,38,10,15,15,15,13
2565,16,22,15,22,16,23,22,19,7,0
2583,21,27,22,15,21,17,13,9,14,19
2601,12,0,6,11,15,14,7,5,4,2
2619,7,20,16,27,30,38,37,29,27,19
2637,34,37,35,35,22,13,15,11,22,17
2655,8,14,21,22,26,26,25,16,13,6
2673,17,22,24,23,16,6,7,7,11,8
2691,9,8,7,0,3,7,10,9,7,4
2709,11,16,11,7,3,3,4,1,2,0
2727,22,17,12,7,9,15,31,35,37,20
2745,1,1,2,14,12,13,8,9,9,3
2763,6,9,6,13,11,13,6,10,4,5
2781,18,11,23,25,21,20,19,16,19,18
2799,16,26,23,29,26,27,19,16,13,16
2817,25,25,33,34,29,26,25,36,31,27
2835,11,20,15,12,16,11,13,3,3,1
2853,12,12,10,7,19,23,22,12,15,11
2871,13,18,15,7,9,13,21,17,16,8
2889,12,7,11,10,21,25,22,18,20,25
2907,37,34,28,16,16,16,15,11,19,20
2925,22,26,22,27,20,17,13,13,12,10
2943,27,20,27,29,32,29,29,29,24,29
2961,50,35,34,24,25,12,12,10,16,18
2979,43,51,44,39,19,21,20,22,21,14
2997,16,11,22,25,33,30,36,39,37,28
3015,18,20,13,7,11,13,10,11,18,16
3033,31,20,23,21,22,18,19,22,12,11
3051,20,25,14,13,13,11,15,17,16,19
3069,32,39,27,29,23,18,25,15,23,19
3087,18,7,14,10,19,16,17,13,13,11
3105,7,8,4,9,10,11,16,13,16,9
